fevax@fevax-cocina:/mnt/Android/logcats/dream2lte$ adb shell cat /proc/last_kmsg
08378]  [2:  Binder:3390_2: 4636] [@][0][GP9] sensor fcount: 13, fcount: 13
<6>[  373.005159] I[0: Binder:12755_2:12767] mif: LNK-RX(21): f8 ec 15 00 11 00 4e 52 07 01 02 01 00 00 00 00 ...
<6>[  373.005332] I[3:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list - 1, 1, 26, 1, 4, -74, 120, 42, 0, 0 (10)
<6>[  373.005347] I[3:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list len: 10 ev: 10
<6>[  373.005899] I[3:SensorHubServic: 3454] [SSP]: ssp_sensorhub_read - 1, 1, 26, 1, 4, -74, 120, 42, 0, 0 (10)
<6>[  373.006831]  [3:  Binder:3370_1: 3455] [SSP]: ssp_sensorhub_write - -63, 23, 48, 1, 0 (5)
<6>[  373.006854]  [3:  Binder:3370_1: 3455] [SSP]: send_instruction - Inst = 0xc1, Sensor Type = 0x17, data = 48
<6>[  373.015454] I[4:      swapper/4:    0] mif: LNK-TX(11): f8 ec 0b 00 07 00 53 00 08 03 02
<6>[  373.015667]  [5:sensorhubservic: 3370] [SSP]: ssp_sensorhub_write - -79, 48, 0 (3)
<6>[  373.015680]  [5:sensorhubservic: 3370] [SSP]: send_instruction - Inst = 0xb1, Sensor Type = 0x30, data = 0
<6>[  373.017319] I[0: servicemanager: 3352] mif: LNK-RX(37): f8 ec 25 00 21 00 4f 53 08 03 02 02 01 ff 30 30 ...
<6>[  373.018070]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] fts_interrupt_handler: run LPM interrupt handler, 750
<6>[  373.019197]  [1:irq/292-fts_tou: 1411] [VIB] haptic_homekey_release homekey release freq:2000, intensity:10000, time:7
<6>[  373.019229]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: PRESSURE[14]
<6>[  373.019811]  [1: Binder:3847_14: 5731] [SSP] batch 7: delay 0, timeout 0, flag 0, ret 0 
<6>[  373.020033]  [0:    InputReader: 4068] !@notifyKey(172), action=1
<6>[  373.020761]  [0:    InputReader: 4068] !@interceptKeyBeforeQueueing(172), action=1, interactive=true
<6>[  373.021200]  [1: Binder:3847_14: 5731] [SSP]: show_sensors_enable - cur_enable = 16896
<6>[  373.021364]  [1: Binder:3847_14: 5731] [SSP]: set_sensors_enable - new_enable = 17024, old_enable = 16896
<6>[  373.021378]  [1: Binder:3847_14: 5731] [SSP]: enable_sensor - add 128, New = 0ns
<6>[  373.021610] I[2:com.android.nfc: 4439] mif: LNK-TX(13): f8 ec 0d 00 09 00 54 00 08 05 02 ff 03
<6>[  373.022961]  [0:    InputReader: 4068] !@handleInterceptActions(172), action=1, wmActions=1
<6>[  373.023303] I[0:    InputReader: 4068] mif: LNK-RX(30): f8 ec 1e 00 1a 00 50 54 08 05 02 ff 03 01 00 00 ...
<6>[  373.023485]  [0:    InputReader: 4068] fts_touch 5-0049: [sec_input] fts_scrub_position: 14 729 2887
<6>[  373.023980] I[7:  kworker/u17:2: 3536] [SSP]: ssp_sensorhub_list - 1, 1, 26, 1, 4, -74, 120, 102, 0, 2 (10)
<6>[  373.023992] I[7:  kworker/u17:2: 3536] [SSP]: ssp_sensorhub_list len: 10 ev: 11
<6>[  373.024009]  [7:  kworker/u17:2: 3536] [SSP]: MSG From MCU - AB++ start
<6>[  373.024009]  [7:  kworker/u17:2: 3536] add_AD_AR 9, 3 1 2, 60 60
<6>[  373.024009]  [7:  kworker/u17:2: 3536] SMA 48 0 9 60
<6>[  373.024009]  [7:  kworker/u17:2: 3536] AB++ AB_Init
<6>[  373.024009]  [7:  kworker/u17:2: 3536] Regi Lib 48-8
<6>[  373.025061]  [1: Binder:3847_14: 5731] [SSP]: Proximity Threshold - 2100, 900, 16368, 1000
<6>[  373.025080] I[7:SensorHubServic: 3454] [SSP]: ssp_sensorhub_read - 1, 1, 26, 1, 4, -74, 120, 102, 0, 2 (10)
<6>[  373.025116]  [1: Binder:3847_14: 5731] [SSP]: send_instruction - Inst = 0xa1, Sensor Type = 0x7, data = 0
<6>[  373.026133] I[3:      swapper/3:    0] mif: LNK-TX(11): f8 eb 0b 00 07 00 60 00 08 03 02
<6>[  373.026156] I[3:      swapper/3:    0] mif: LNK-TX(13): f8 ec 0d 00 09 00 55 00 08 05 02 ff 02
<6>[  373.026241] I[1:  Binder:3847_6: 4450] [VIB] haptic_timer_func
<7>[  373.026647]  [7:max77865_haptic: 1828] [VIB] off
<6>[  373.027364] I[0:PersonaManagerS: 3988] mif: LNK-RX(37): f8 eb 25 00 21 00 8e 60 08 03 02 02 04 04 37 32 ...
<6>[  373.027439] I[0:PersonaManagerS: 3988] mif: LNK-RX(30): f8 ec 1e 00 1a 00 51 55 08 05 02 ff 02 01 00 00 ...
<6>[  373.027782]  [7: Binder:3847_14: 5731] [SSP], delay 0, timeout 0, flag=0, ret1 
<6>[  373.030176] I[3:      swapper/3:    0] mif: LNK-TX(11): f8 ec 0b 00 07 00 56 00 08 02 02
<6>[  373.030729]  [4:  kworker/u17:2: 3536] [SSP]: MSG From MCU - #>ams_cfgFeat_t  AMS_CONFIG_PROX op 2 , data 2100,mode 7
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>threshod 0 = 2100
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 3 , data 900,mode 7
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>threshod 1 = 900
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 4 , data 16368,mode 7
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>threshod 2 = 16368
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 5 , data 1000,mode 7
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>threshod 3 = 1000
<6>[  373.030729]  [4:  kworker/u17:2: 3536] #>THSET 2100 900 16368 1000
<6>[  373.031258] I[3:      swapper/3:    0] mif: LNK-TX(13): f8 eb 0d 00 09 00 61 00 08 05 02 ff 03
<6>[  373.031348] I[0:PersonaManagerS: 3988] mif: LNK-RX(12): f8 ec 0c 00 08 00 52 56 08 02 02 02
<6>[  373.032375] I[0:  Binder:4453_3: 4738] mif: LNK-RX(30): f8 eb 1e 00 1a 00 8f 61 08 05 02 04 03 01 00 c7 ...
<6>[  373.034622] I[3:      swapper/3:    0] mif: LNK-TX(13): f8 eb 0d 00 09 00 62 00 08 05 02 ff 02
<6>[  373.036595] I[0:      swapper/0:    0] mif: LNK-RX(30): f8 eb 1e 00 1a 00 90 62 08 05 02 04 02 04 00 c7 ...
<6>[  373.040385]  [4:  kworker/u17:2: 3536] [SSP]: MSG From MCU - ADD = 7 0 1
<6>[  373.040385]  [4:  kworker/u17:2: 3536] #>PRO
<6>[  373.040385]  [4:  kworker/u17:2: 3536] #>Pwr Mode 2
<6>[  373.040385]  [4:  kworker/u17:2: 3536] #>Power On
<6>[  373.040385]  [4:  kworker/u17:2: 3536] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 0 , data 1,mode 7
<6>[  373.040385]  [4:  kworker/u17:2: 3536] #>prox en(1) current mode 0x07
<6>[  373.040385]  [4:  kworker/u17:2: 3536] #>PRX_INIT
<6>[  373.040385]  [4:  kworker/u17:2: 3536] Add_First 7 0
<6>[  373.040385]  [4:  kworker/u17:2: 3536] non_batching mode 7 0
<6>[  373.040385]  [4:  kworker/u17:2: 3536] #>BEGIN
<6>[  373.041123]  [6: surfaceflinger: 3353] panel_bl_set_brightness bl-0 plat_br:9700 br[248]:9700 nit:72(70.00) acl:on(5)
<6>[  373.041625]  [4:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:1
<6>[  373.041712] I[7:  ServiceModule: 4713] mif: LNK-TX(11): f8 eb 0b 00 07 00 63 00 08 02 02
<4>[  373.041783]  [6: surfaceflinger: 3353] decon0 already enabled
<6>[  373.041793]  [6: surfaceflinger: 3353] - decon_enable : 0
<6>[  373.041799]  [6: surfaceflinger: 3353] decon_blank -
<6>[  373.041865]  [6: surfaceflinger: 3353] PANEL:INFO:panel_fb_notifier:UNBLANK
<6>[  373.041878]  [6: surfaceflinger: 3353] panel_bl_set_brightness bl-0 plat_br:9700 br[248]:9700 nit:72(70.00) acl:on(5)
<6>[  373.042276]  [6: surfaceflinger: 3353] panel_set_mdnie, do mdnie-seq
<6>[  373.043511] I[0:PmsDisplayThrea:13257] mif: LNK-RX(12): f8 eb 0c 00 08 00 91 63 08 02 02 02
<6>[  373.045193]  [0:PmsDisplayThrea:13257] fts_touch 5-0049: [sec_input] fts_start_device: exit low power mode TP
<6>[  373.045244]  [0:PmsDisplayThrea:13257] fts_touch 5-0049: [sec_input] fts_interrupt_set: Disable
<6>[  373.045562]  [6:PmsDisplayThrea:13257] fts_touch 5-0049: [sec_input] fts_command: (AC), ret = 1
<6>[  373.051672]  [5:  Binder:3847_9: 4470] [SSP]: show_sensors_enable - cur_enable = 17024
<6>[  373.051761]  [5:  Binder:3847_9: 4470] [SSP]: set_sensors_enable - new_enable = 33571456, old_enable = 17024
<6>[  373.051775]  [5:  Binder:3847_9: 4470] [SSP]: enable_sensor - add 33554432, New = 20000000ns
<6>[  373.051789]  [5:  Binder:3847_9: 4470] [SSP]: send_instruction - Inst = 0xa1, Sensor Type = 0x19, data = 20
<6>[  373.055154]  [0:  Binder:3847_9: 4470] [SSP], delay 20, timeout 0, flag=0, ret1 
<6>[  373.057818]  [7:  kworker/u17:3: 4983] [SSP]: MSG From MCU - ADD = 25 0 1
<6>[  373.057818]  [7:  kworker/u17:3: 4983] Add_First 1 1
<6>[  373.057818]  [7:  kworker/u17:3: 4983] add_AD_AR 1, 1 1 1, 20 20
<6>[  373.057818]  [7:  kworker/u17:3: 4983] final gyro rate = 20
<6>[  373.057818]  [7:  kworker/u17:3: 4983] [SSP] GYeDR 0x3
<6>[  373.057818]  [7:  kworker/u17:3: 4983] SMA 64 0 1 20
<6>[  373.057818]  [7:  kworker/u17:3: 4983] Regi Lib 64-9
<6>[  373.057818]  [7:  kworker/u17:3: 4983] Add_First 25 0
<6>[  373.057818]  [7:  kworker/u17:3: 4983] non_batching mode 25 20
<6>[  373.064457]  [7:  kworker/u17:3: 4983] [SSP]: MSG From MCU - add_AD_AR 0, 6 1 6, 20 20
<6>[  373.064457]  [7:  kworker/u17:3: 4983] SMA 33 0 0 20
<6>[  373.064457]  [7:  kworker/u17:3: 4983] [SSP] Cal Init!!
<6>[  373.064457]  [7:  kworker/u17:3: 4983] Regi Lib 33-10
<6>[  373.064457]  [7:  kworker/u17:3: 4983] Start-End cal 22
<6>[  373.064457]  [7:  kworker/u17:3: 4983] #>OFFSET
<6>[  373.064457]  [7:  kworker/u17:3: 4983] #>Unknown INT 0 0x2
<6>[  373.064929]  [0: Binder:3847_14: 5731] active_clock_open was called
<6>[  373.064963]  [0: Binder:3847_14: 5731] find_panel_seqtbl, found active-clk-img-seq panel seqtbl
<6>[  373.064978]  [0: Binder:3847_14: 5731] LIVE-CLK:INFO: img-pkt-info[0] : 31, leng : 86400
<6>[  373.065009]  [0: Binder:3847_14: 5731] ACT-CLK:INFO:active_clock_ioctl:IOCTL_ACT_CLK
<6>[  373.065021]  [0: Binder:3847_14: 5731] ACT-CLK:En : 0
<6>[  373.065031]  [0: Binder:3847_14: 5731] ACT-CLK:Axis:x:0,y:0
<6>[  373.065114]  [0: Binder:3847_14: 5731] ACT-CLK:Time::0:0:0:0
<6>[  373.065124]  [0: Binder:3847_14: 5731] ACT-CLK:Interval : 0
<6>[  373.065134]  [0: Binder:3847_14: 5731] ACT-CLK:INFO:set_active_clock:need_update : 0
<6>[  373.065319]  [4:  kworker/u17:3: 4983] [SSP]: MSG From MCU - Gyro Start/Stop
<6>[  373.065319]  [4:  kworker/u17:3: 4983] AB++ als is not ready
<6>[  373.072681]  [4:PmsDisplayThrea:13257] fts_touch 5-0049: [sec_input] fts_fw_wait_for_event: 16, 5,23, 0
<6>[  373.078434]  [4:  Binder:3370_1: 3455] [SSP]: ssp_sensorhub_write - -79, 7, 0, 0 (4)
<6>[  373.078451]  [4:  Binder:3370_1: 3455] [SSP]: send_instruction - Inst = 0xb1, Sensor Type = 0x7, data = 0
<6>[  373.078654]  [7:  kworker/u17:2: 3536] [SSP] Proximity Sensor Detect : 1, raw : 9088 ts : 373061169716 86 -600985036
<6>[  373.078692]  [7:  kworker/u17:2: 3536] [SSP]: MSG From MCU - Don't Start_Pilot ~ !! 180
<6>[  373.078692]  [7:  kworker/u17:2: 3536] after_sorting = 46677414855284
<6>[  373.078692]  [7:  kworker/u17:2: 3536] #>BASE
<6>[  373.078692]  [7:  kworker/u17:2: 3536] #>PBSLN
<6>[  373.078692]  [7:  kworker/u17:2: 3536] #>offset_PUP 1 9088
<6>[  373.078692]  [7:  kworker/u17:2: 3536] #>high_detect L:900 high_detect H:16368
<6>[  373.078692]  [7:  kworker/u17:2: 3536] #>pData = 9088, INT = 1
<6>[  373.078692]  [7:  kworker/u17:2: 3536] #>Prox debug 3 0
<6>[  373.079728]  [6:  Binder:3847_D: 5043] [SSP]: show_sensors_enable - cur_enable = 33571456
<6>[  373.079792]  [6:  Binder:3847_D: 5043] [SSP]: set_sensors_enable - new_enable = 33570944, old_enable = 33571456
<6>[  373.079804]  [6:  Binder:3847_D: 5043] [SSP]: ssp_remove_sensor - remove sensor = 512, current state = 33570944
<6>[  373.079815]  [6:  Binder:3847_D: 5043] [SSP]: send_instruction - Inst = 0xa2, Sensor Type = 0x9, data = 200
<6>[  373.084265]  [6:  kworker/u17:3: 4983] [SSP]: MSG From MCU - add_AD_AR 0, 7 1 7, 60 20
<6>[  373.084265]  [6:  kworker/u17:3: 4983] SMA 7 0 0 60
<6>[  373.084265]  [6:  kworker/u17:3: 4983] Regi Lib 7-11
<6>[  373.084265]  [6:  kworker/u17:3: 4983] Gyro Start/Stop
<6>[  373.097304]  [2:PmsDisplayThrea:13257] fts_touch 5-0049: [sec_input] fts_interrupt_set: Enable
<6>[  373.097515]  [6:PmsDisplayThrea:13257] wake disabled for irq 292
<6>[  373.097968]  [6:PmsDisplayThrea:13257] fts_touch 5-0049: [sec_input] fts_write_to_string: string notify is OK[0x44].
<6>[  373.097981]  [6:PmsDisplayThrea:13257] fts_touch 5-0049: [sec_input] fts_wirelesscharger_mode: Set W-Charger Status CMD[C2]
<6>[  373.098211]  [4:sensorhubservic: 3370] [SSP]: ssp_sensorhub_write - -78, 56, 0, 0 (4)
<6>[  373.098225]  [4:sensorhubservic: 3370] [SSP]: send_instruction - Inst = 0xb2, Sensor Type = 0x38, data = 0
<6>[  373.098419]  [1:tspStateManager:13260] [sec_input] sec_cmd_store: push cmd: set_grip_data,1,60,10,32,768
<6>[  373.098453]  [1:tspStateManager:13260] [sec_input] sec_cmd_store_function: cmd = set_grip_data param = 1 60 10 32 768
<6>[  373.098482]  [1:tspStateManager:13260] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: flag: 06 (clr,lan,nor,edg,han)
<6>[  373.098693]  [5:tspStateManager:13260] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x31 00,3C
<6>[  373.098929]  [6:tspStateManager:13260] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x32 0A,20,03,00
<6>[  373.101419]  [5:  kworker/u17:3: 4983] [SSP]: MSG From MCU - Remove = 9 3 0
<6>[  373.101419]  [5:  kworker/u17:3: 4983] rm_AD_AR 9, 2 0 0 180 -1
<6>[  373.105590]  [7:  kworker/u17:3: 4983] [SSP]: MSG From MCU - rm_AD_AR 0, 6 1 6 100 20
<6>[  373.105590]  [7:  kworker/u17:3: 4983] SMR 56 513 0
<6>[  373.105590]  [7:  kworker/u17:3: 4983] rm_AD_AR 9, 1 1 1 100 60
<6>[  373.105590]  [7:  kworker/u17:3: 4983] SMR 56 512 9
<6>[  373.105590]  [7:  kworker/u17:3: 4983] SSP UnRegi Lib 56-10
<6>[  373.105590]  [7:  kworker/u17:3: 4983] Gyro Start/Stop
<6>[  373.125353] I[3:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list - 1, 1, 48, 0, 0, 0, 99, 0, 0, 0, 17 (11)
<6>[  373.125376] I[3:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list len: 11 ev: 12
<6>[  373.125405]  [3:  kworker/u17:3: 4983] [SSP]: MSG From MCU - AB++ updateAutoBrightness 3,(16 41 53 39)17, 17, 0.0 < 17 < 144.3 (99, -1)
<6>[  373.125405]  [3:  kworker/u17:3: 4983] SSP AR Processing : 0
<6>[  373.125468] I[4:SensorHubServic: 3454] [SSP]: ssp_sensorhub_read - 1, 1, 48, 0, 0, 0, 99, 0, 0, 0, 17 (11)
<6>[  373.131009]  [4:RegisterInSeper: 4219] mdnie mdnie: lux_store: 17
<6>[  373.131027]  [4:RegisterInSeper: 4219] panel_set_mdnie, do mdnie-seq
<3>[  373.134340]  [5:     hci_thread: 4612] [BT] set_wake_locked value = 1
<6>[  373.151310]  [5: wpa_supplicant: 4477] CFG80211-TRACE) __wl_cfg80211_scan : scan_timer_interval_ms 10000
<6>[  373.152973]  [1: wpa_supplicant: 4477] CFG80211-TRACE) __wl_cfg80211_scan : START SCAN
<4>[  373.153003]  [1: wpa_supplicant: 4477] DHD Runtime PM Disabled 
<6>[  373.154413]  [6:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9620 br[246]:9633 nit:72(68.66) acl:on(5)
<6>[  373.157684]  [2: Binder:3847_11: 5060] [sec_input] sec_cmd_store: push cmd: set_aod_rect,0,0,0,0
<6>[  373.157724]  [2: Binder:3847_11: 5060] [sec_input] sec_cmd_store_function: cmd = set_aod_rect param = 0 0 0 0
<6>[  373.158856]  [1: Binder:3847_11: 5060] fts_touch 5-0049: [sec_input] fts_write_to_string: string notify is OK[0x00].
<6>[  373.169846]  [2:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9540 br[243]:9543 nit:68(66.85) acl:on(5)
<6>[  373.170253]  [5:  kworker/u17:3: 4983] [SSP] Proximity Sensor Detect : 0, raw : 0 ts : 373156031716 86 -506123036
<6>[  373.170286]  [5:  kworker/u17:3: 4983] [SSP]: MSG From MCU - #>REL
<6>[  373.170286]  [5:  kworker/u17:3: 4983] #>PUP1 0 0
<6>[  373.170286]  [5:  kworker/u17:3: 4983] #>DET L:0,DET H:2100
<6>[  373.170286]  [5:  kworker/u17:3: 4983] #>pData = 0, INT = 0
<6>[  373.170286]  [5:  kworker/u17:3: 4983] #>Prox debug 4 11
<6>[  373.170286]  [5:  kworker/u17:3: 4983] hub_time = 7 47050570887000 46677414855284 500000 0 373156031716
<6>[  373.182962] I[0:      swapper/0:    0] CFG80211-INFO2) wl_run_escan : 
<4>[  373.182991] I[0:      swapper/0:    0] dhd_update_interface_flow_info: ifindex 0 op 1 role is 0 
<4>[  373.183007]  [6: wpa_supplicant: 4477] LEGACY_SCAN sync ID: 10, bssidx: 0
<4>[  373.183015] I[0:      swapper/0:    0] MACEVENT: WLC_E_IF, opcode:0x1  ifidx:0
<6>[  373.183030] I[0:      swapper/0:    0] CFG80211-INFO2) wl_cfg80211_event : ignore event 54, not interested
<6>[  373.186813]  [0:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9460 br[241]:9486 nit:68(65.71) acl:on(5)
<6>[  373.203375]  [2:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9380 br[238]:9400 nit:64(64.00) acl:on(5)
<6>[  373.216846] I[7:      swapper/7:    0] mif: LNK-TX(11): f8 eb 0b 00 07 00 64 00 0a 50 02
<6>[  373.218106] I[0:      swapper/0:    0] mif: LNK-RX(47): f8 eb 2f 00 2b 00 92 64 0a 50 02 db e9 01 00 d6 ...
<6>[  373.219764]  [1:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9300 br[235]:9300 nit:64(62.00) acl:on(5)
<6>[  373.227898]  [4:      Thread-70:13270] !@ mLastInfo WifiActivityEnergyInfo{ timestamp=239094 mStackState=3 mControllerTxTimeMs=703 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=5115 mControllerIdleTimeMs=92899 mControllerEnergyUsed=2202008 }
<6>[  373.227960]  [4:      Thread-70:13270] !@ latest WifiActivityEnergyInfo{ timestamp=373205 mStackState=3 mControllerTxTimeMs=1442 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=8894 mControllerIdleTimeMs=185486 mControllerEnergyUsed=4124613 }
<6>[  373.228000]  [4:      Thread-70:13270] !@ delta timePeriodMs : 134111 txTimeMs : 739 rxTimeMs :3779 idleTimeMs : 92587
<6>[  373.236291]  [6:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9220 br[233]:9233 nit:64(60.66) acl:on(5)
<7>[  373.245986]  [4:      Thread-70:13270] max77865_fg_read_rawsoc: raw capacity (0.01%) (9372)
<6>[  373.253262]  [1:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9140 br[230]:9150 nit:60(59.00) acl:on(5)
<6>[  373.269733]  [2:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:9060 br[227]:9075 nit:60(57.50) acl:on(5)
<6>[  373.286272]  [6:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:8980 br[224]:9000 nit:56(56.00) acl:on(5)
<6>[  373.302989]  [5:PhotonicModulat: 4221] panel_bl_set_brightness bl-0 plat_br:8900 br[222]:8920 nit:56(54.80) acl:on(5)
<6>[  373.304427]  [3:  kworker/u17:0:   80] [SSP]: MSG From MCU - AR-156,-80,4075,-1,20 ldo_toggle :0
<6>[  373.387678] I[6:  kworker/u17:0:   80] [SSP]: ssp_sensorhub_list - 1, 1, 26, 1, 4, -74, 121, -50, 0, 1 (10)
<6>[  373.387699] I[6:  kworker/u17:0:   80] [SSP]: ssp_sensorhub_list len: 10 ev: 13
<6>[  373.387722]  [6:  kworker/u17:0:   80] [SSP]: MSG From MCU - #>DET
<6>[  373.387722]  [6:  kworker/u17:0:   80] #>CALBSTAT: 4,BL:18f
<6>[  373.388353] I[2:SensorHubServic: 3454] [SSP]: ssp_sensorhub_read - 1, 1, 26, 1, 4, -74, 121, -50, 0, 1 (10)
<6>[  373.551840]  [4:  system_server: 3847] usb_notify: usb_hw_param_show - ret : 83
<6>[  373.551968]  [4:  system_server: 3847] !@readUsbState 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 504684891040972800
<6>[  373.565228] I[7:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list - 1, 1, 26, 1, 4, -74, 122, -126, 1, 0 (10)
<6>[  373.565247] I[7:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list len: 10 ev: 14
<6>[  373.565340] I[6:SensorHubServic: 3454] [SSP]: ssp_sensorhub_read - 1, 1, 26, 1, 4, -74, 122, -126, 1, 0 (10)
<6>[  373.667799] I[0:      swapper/0:    0] [BT] update_host_wake_locked host_wake is deasserted. release wakelock in 1s
<6>[  373.706528]  [4:  kworker/u17:0:   80] [SSP]: MSG From MCU - #>DET
<6>[  373.706528]  [4:  kworker/u17:0:   80] #>CALBSTAT: 4,BL:0
<6>[  373.731032]  [5:  kworker/u17:3: 4983] [SSP]: MSG From MCU - #>OFFSET
<6>[  373.748453]  [5:  kworker/u17:0:   80] [SSP]: MSG From MCU - #>BASE
<6>[  373.748453]  [5:  kworker/u17:0:   80] #>PBSLN
<6>[  373.748453]  [5:  kworker/u17:0:   80] #>Unknown INT 0 0x2
<6>[  373.922274]  [1:       watchdog: 4375] !@Sync 12 [02_sept._21_57_48.983]
<6>[  374.065579]  [0:  kworker/u17:2: 3536] [SSP]: MSG From MCU - #>DET
<6>[  374.065579]  [0:  kworker/u17:2: 3536] #>CALBSTAT: 4,BL:0
<6>[  374.090504]  [3:  kworker/u17:3: 4983] [SSP]: MSG From MCU - #>OFFSET
<6>[  374.107172]  [3:  kworker/u17:0:   80] [SSP]: MSG From MCU - #>BASE
<6>[  374.107172]  [3:  kworker/u17:0:   80] #>PBSLN
<6>[  374.107172]  [3:  kworker/u17:0:   80] #>Unknown INT 0 0x2
<6>[  374.108349] I[1:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list - 1, 1, 26, 1, 4, -74, 124, -98, 1, 1 (10)
<6>[  374.108373] I[1:  kworker/u17:3: 4983] [SSP]: ssp_sensorhub_list len: 10 ev: 15
<6>[  374.108522] I[2:SensorHubServic: 3454] [SSP]: ssp_sensorhub_read - 1, 1, 26, 1, 4, -74, 124, -98, 1, 1 (10)
<6>[  374.356239]  [1:    kworker/1:0:13243] thermal thermal_zone0: [TMU] last_temperature=43000, current_temperature=44000
<3>[  374.368339] I[7:      swapper/7:    0] [BT] set_wake_locked value = 0
<6>[  374.760709]  [1:  kworker/u16:1:   49] vfsspi_work_func_debug power:0, irq:0, tz:1, type:namsan, cnt_irq:0
<6>[  375.042907]  [2:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:1
<6>[  375.088197]  [0:  kworker/u16:1:   49] [FG] 0080h,ff9bh,7f80h,ff01h,1900h,194bh,5db9h,63e7h,244ch,d460h,03e6h,084bh,0000h,6188h,5ddfh,1956h,1956h,ffffh,4300h,5900h,012eh,0148h,246ch,0034h,19aeh,d4d0h,2514h,d9bfh,41c5h,0314h,08c0h,1956h,0000h,6100h,2100h,19adh,1403h,2305h,246ch,7fbch,2613h,cea4h,2039h,09d0h,e3e1h,290eh,0400h,0001h,2051h,6d6ah,1780h,ffffh,1db6h,1afdh,148ch,05e0h,002ch,1522h,aa64h,0889h,1680h,1488h,03aeh,e000h,07fch,0000h,1400h,0000h,d42eh,06f4h,362bh,ff56h,626ch,2241h,1981h,0000h,fea9h,feb6h,0d03h,1956h,0000h,0000h,7f80h,0000h,7f80h,0005h,1229h,05d0h,0000h,006bh,090ch,0050h,0078h,0204h,035ch,0000h,0000h,100fh,0c0eh,0c0dh,0c0ch,0c0bh,0c0ah,0c09h,0c08h,a516h,4350h,0010h,0000h,ffffh,5ddfh,1956h,1b4bh,0000h,f565h,0003h,5ddfh,0000h,0000h,0001h,4c30h,0000h,43a0h,0000h,4000h,0000h,7d00h,0720h,0000h,0000h,0000h,0000h,24b8h,0000h,0000h,ee74h,3fdeh,5934h,0165h,d3e0h,0021h,2910h,d460h,6232h,
<7>[  375.088431]  [0:  kworker/u16:1:   49] max77865_fg_read_current: current=155
<7>[  375.089903]  [3:  kworker/u16:1:   49] max77865_fg_read_avg_current: avg_current=329
<7>[  375.095645]  [3:  kworker/u16:1:   49] max77865_fg_write_temp: temperature to (364, 0x2466)
<7>[  375.096631]  [3:  kworker/u16:1:   49] max77865_fg_check_qrtable: QRTABLE20_REG(0x1780), QRTABLE30_REG(0x1400)
<7>[  375.097447]  [3:  kworker/u16:1:   49] max77865_fg_read_avg_current: avg_current=329
<7>[  375.097468]  [3:  kworker/u16:1:   49] max77865_get_fuelgauge_soc: soc(937)
<6>[  375.097502]  [3:  kworker/u16:1:   49] sec_bat_get_property cable type = 4 sleep_mode = 0
<6>[  375.098552]  [2:  kworker/u16:1:   49] max77865_fg_get_scaled_capacity : current_standard(1000)
<6>[  375.098579]  [2:  kworker/u16:1:   49] max77865_fg_get_scaled_capacity : CABLE TYPE(4) INPUT CURRENT(500) CHARGING MODE(CC Mode)capacity_max (989) scaled capacity(94.7), raw_soc(93.7)
